date time client_id server_id client_uqid server_uqid tcp_interval tcp_size tcp_speed udp_interval udp_size udp_speed jitter num_lost num_datagrams_sent num_out_of_order
2010-12-13 03:20:58.929435 0 1 i-1488be79 i-1688be7b 0.0-10.0 555024384 443267105 0.0-10.0 12502350 9999995 0.029 22 8504 23
2010-12-13 03:21:24.413552 1 0 i-1688be7b i-1488be79 0.0-10.0 623132672 498024597 0.0-10.0 12499410 9976810 0.051 4 8502 5
2010-12-13 03:21:50.058051 0 1 i-1488be79 i-1688be7b 0.0-10.0 604372992 483295023 0.0-10.0 12502350 9999994 0.058 0 8504 1
2010-12-13 03:22:15.614279 1 0 i-1688be7b i-1488be79 0.0-10.0 663642112 530719234 0.0-10.0 12500880 9989409 0.064 0 8503 1
2010-12-13 03:22:41.194698 0 1 i-1488be79 i-1688be7b 0.0-10.0 553779200 442265317 0.0-10.0 12502350 9999994 0.078 2 8504 3
2010-12-13 03:23:06.671744 1 0 i-1688be7b i-1488be79 0.0-10.0 664133632 531132853 0.0-10.0 12502350 9987207 0.046 0 8504 1
2010-12-13 03:23:32.312992 0 1 i-1488be79 i-1688be7b 0.0-10.0 559013888 447007811 0.0-10.0 12502350 9999993 0.029 5 8504 5
2010-12-13 03:23:57.924759 1 0 i-1688be7b i-1488be79 0.0-10.0 660398080 527833754 0.0-10.0 12502350 9999996 0.028 0 8504 1
2010-12-13 03:24:23.452925 0 1 i-1488be79 i-1688be7b 0.0-10.0 558432256 446666968 0.0-10.0 12449430 9952084 0.041 6 8468 7
2010-12-13 03:24:49.025586 1 0 i-1688be7b i-1488be79 0.0-10.0 787480576 629451629 0.0-10.0 12484710 9981570 0.029 0 8492 1
2010-12-13 03:25:14.887580 0 1 i-1488be79 i-1688be7b 0.0-10.0 610009088 487368233 0.0-10.0 12483240 9981833 0.035 0 8491 1
2010-12-13 03:25:40.382569 1 0 i-1688be7b i-1488be79 0.0-10.0 742981632 594253440 0.0-10.0 12495000 9991571 0.048 0 8499 1
2010-12-13 03:26:05.842899 0 1 i-1488be79 i-1688be7b 0.0-10.0 619143168 494258008 0.0-10.0 12480300 9951973 0.032 6 8489 7
2010-12-13 03:26:31.169839 1 0 i-1688be7b i-1488be79 0.0-10.0 766828544 613002837 0.0-10.0 12480300 9982150 0.082 0 8489 1
2010-12-13 03:26:56.651721 0 1 i-1488be79 i-1688be7b 0.0-10.0 597762048 476550432 0.0-10.0 12502350 9999996 0.108 0 8504 1
2010-12-13 03:27:21.823654 1 0 i-1688be7b i-1488be79 0.0-10.0 786841600 628827285 0.0-10.0 12502350 9999994 0.034 0 8504 1
2010-12-13 03:27:47.190800 0 1 i-1488be79 i-1688be7b 0.0-10.0 600047616 479222934 0.0-10.0 12502350 9979641 0.029 0 8504 1
2010-12-13 03:28:12.473811 1 0 i-1688be7b i-1488be79 0.0-10.0 753565696 602574709 0.0-10.0 12502350 9999996 0.042 6 8504 7
2010-12-13 03:28:37.657039 0 1 i-1488be79 i-1688be7b 0.0-10.0 569925632 455809278 0.0-10.0 12502350 9999994 0.045 0 8504 1
2010-12-13 03:29:02.860698 1 0 i-1688be7b i-1488be79 0.0-10.0 732241920 585042984 0.0-10.0 12464130 9962244 0.032 0 8478 1
2010-12-13 03:29:28.205257 0 1 i-1488be79 i-1688be7b 0.0-10.0 568729600 454942507 0.0-10.0 12502350 9999996 0.042 0 8504 1
2010-12-13 03:29:53.790155 1 0 i-1688be7b i-1488be79 0.0-10.0 634085376 506524166 0.0-10.0 12502350 9984953 0.027 7 8505 7
2010-12-13 03:30:19.057397 0 1 i-1488be79 i-1688be7b 0.0-10.0 594247680 475139668 0.0-10.0 12502350 9988427 0.039 7 8504 8
2010-12-13 03:30:44.295309 1 0 i-1688be7b i-1488be79 0.0-10.0 605921280 484633748 0.0-10.0 12497940 9991554 0.028 17 8501 18
2010-12-13 03:31:09.607378 0 1 i-1488be79 i-1688be7b 0.0-10.0 547635200 437119308 0.0-10.0 12502350 9999994 0.030 6 8504 7
2010-12-13 03:31:34.972341 1 0 i-1688be7b i-1488be79 0.0-10.0 707903488 565867041 0.0-10.0 12502350 9999994 0.025 4 8504 5
2010-12-13 03:32:00.394535 0 1 i-1488be79 i-1688be7b 0.0-10.0 554991616 443646538 0.0-10.0 12487650 9981986 0.028 14 8494 15
