date time client_id server_id client_uqid server_uqid n_bytes duration speed nfs_version nfs_rsize nfs_wsize nfs_proto
2010-12-12 01:43:18.627802 0 1 i-226a5d4f i-3c6a5d51 1024 0.000989505 1.0MB/s v3 32768 262144 tcp
2010-12-12 01:43:21.976428 0 1 i-226a5d4f i-3c6a5d51 1024 0.000861975 1.2MB/s v3 32768 524288 tcp
2010-12-12 02:23:46.777522 0 1 i-226a5d4f i-3c6a5d51 1024 0.000883224 1.2MB/s v3 32768 32 tcp
2010-12-12 02:23:50.099567 0 1 i-226a5d4f i-3c6a5d51 1024 0.000892178 1.1MB/s v3 32768 64 tcp
2010-12-12 02:23:53.452822 0 1 i-226a5d4f i-3c6a5d51 1024 0.000796428 1.3MB/s v3 32768 128 tcp
2010-12-12 02:23:56.765185 0 1 i-226a5d4f i-3c6a5d51 1024 0.000836173 1.2MB/s v3 32768 256 tcp
2010-12-12 02:24:00.073512 0 1 i-226a5d4f i-3c6a5d51 1024 0.000823338 1.2MB/s v3 32768 512 tcp
2010-12-12 02:24:03.380968 0 1 i-226a5d4f i-3c6a5d51 1024 0.000889167 1.2MB/s v3 32768 1024 tcp
2010-12-12 02:24:06.681330 0 1 i-226a5d4f i-3c6a5d51 1024 0.000785086 1.3MB/s v3 32768 2048 tcp
2010-12-12 02:24:09.917403 0 1 i-226a5d4f i-3c6a5d51 1024 0.000804466 1.3MB/s v3 32768 4096 tcp
2010-12-12 02:24:13.205515 0 1 i-226a5d4f i-3c6a5d51 1024 0.000875816 1.2MB/s v3 32768 8192 tcp
2010-12-12 02:24:16.564601 0 1 i-226a5d4f i-3c6a5d51 1024 0.000895309 1.1MB/s v3 32768 16384 tcp
2010-12-12 02:24:19.918551 0 1 i-226a5d4f i-3c6a5d51 1024 0.00448412 228kB/s v3 32768 32768 tcp
2010-12-12 02:24:23.236974 0 1 i-226a5d4f i-3c6a5d51 1024 0.000830024 1.2MB/s v3 32768 65536 tcp
2010-12-12 02:24:26.514620 0 1 i-226a5d4f i-3c6a5d51 1024 0.000787838 1.3MB/s v3 32768 131072 tcp
2010-12-12 02:25:10.924814 0 1 i-226a5d4f i-3c6a5d51 1024 0.0008862 1.2MB/s v3 32768 262144 tcp
2010-12-12 02:25:14.245725 0 1 i-226a5d4f i-3c6a5d51 1024 0.000885207 1.2MB/s v3 32768 524288 tcp
2010-12-12 02:25:17.507896 0 1 i-226a5d4f i-3c6a5d51 1024 0.0012098 846kB/s v4 32768 32 tcp
2010-12-12 02:25:20.838027 0 1 i-226a5d4f i-3c6a5d51 1024 0.00118728 862kB/s v4 32768 64 tcp
2010-12-12 02:25:24.179513 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119671 856kB/s v4 32768 128 tcp
2010-12-12 02:25:27.512682 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119151 859kB/s v4 32768 256 tcp
2010-12-12 02:25:30.789965 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119062 860kB/s v4 32768 512 tcp
2010-12-12 02:25:34.183616 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114132 897kB/s v4 32768 1024 tcp
2010-12-12 02:25:41.141884 0 1 i-226a5d4f i-3c6a5d51 1024 0.00111777 916kB/s v4 32768 2048 tcp
2010-12-12 02:25:44.377652 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114065 898kB/s v4 32768 4096 tcp
2010-12-12 02:25:47.703084 0 1 i-226a5d4f i-3c6a5d51 1024 0.00109642 934kB/s v4 32768 8192 tcp
2010-12-12 02:25:51.005563 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119248 859kB/s v4 32768 16384 tcp
2010-12-12 02:25:54.277418 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113827 900kB/s v4 32768 32768 tcp
2010-12-12 02:25:57.575546 0 1 i-226a5d4f i-3c6a5d51 1024 0.00109798 933kB/s v4 32768 65536 tcp
2010-12-12 02:26:00.908825 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113605 901kB/s v4 32768 131072 tcp
2010-12-12 02:26:04.266026 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114284 896kB/s v4 32768 262144 tcp
2010-12-12 02:26:19.992355 0 1 i-226a5d4f i-3c6a5d51 1024 0.00116686 878kB/s v4 32768 524288 tcp
2010-12-12 02:26:51.722028 0 1 i-226a5d4f i-3c6a5d51 1024 0.000841923 1.2MB/s v3 32768 32 udp
2010-12-12 02:26:55.143292 0 1 i-226a5d4f i-3c6a5d51 1024 0.000804255 1.3MB/s v3 32768 64 udp
2010-12-12 02:26:58.465370 0 1 i-226a5d4f i-3c6a5d51 1024 0.000747444 1.4MB/s v3 32768 128 udp
2010-12-12 02:27:01.819613 0 1 i-226a5d4f i-3c6a5d51 1024 0.000793311 1.3MB/s v3 32768 256 udp
2010-12-12 02:27:05.127068 0 1 i-226a5d4f i-3c6a5d51 1024 0.000791482 1.3MB/s v3 32768 512 udp
2010-12-12 02:27:08.451598 0 1 i-226a5d4f i-3c6a5d51 1024 0.000800882 1.3MB/s v3 32768 1024 udp
2010-12-12 02:27:11.789083 0 1 i-226a5d4f i-3c6a5d51 1024 0.000840406 1.2MB/s v3 32768 2048 udp
2010-12-12 02:27:15.096708 0 1 i-226a5d4f i-3c6a5d51 1024 0.000786109 1.3MB/s v3 32768 4096 udp
2010-12-12 02:27:18.548078 0 1 i-226a5d4f i-3c6a5d51 1024 0.000804157 1.3MB/s v3 32768 8192 udp
2010-12-12 02:27:22.028740 0 1 i-226a5d4f i-3c6a5d51 1024 0.000840447 1.2MB/s v3 32768 16384 udp
2010-12-12 02:27:25.381725 0 1 i-226a5d4f i-3c6a5d51 1024 0.00083767 1.2MB/s v3 32768 32768 udp
2010-12-12 02:27:28.727865 0 1 i-226a5d4f i-3c6a5d51 1024 0.000791074 1.3MB/s v3 32768 65536 udp
2010-12-12 02:27:32.053829 0 1 i-226a5d4f i-3c6a5d51 1024 0.000838187 1.2MB/s v3 32768 131072 udp
2010-12-12 02:27:35.358191 0 1 i-226a5d4f i-3c6a5d51 1024 0.000878475 1.2MB/s v3 32768 262144 udp
2010-12-12 02:27:38.638906 0 1 i-226a5d4f i-3c6a5d51 1024 0.000803299 1.3MB/s v3 32768 524288 udp
2010-12-12 02:27:41.966403 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107454 953kB/s v4 32768 32 udp
2010-12-12 02:28:25.693326 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117777 869kB/s v4 32768 64 udp
2010-12-12 02:28:35.555777 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107776 950kB/s v4 32768 128 udp
2010-12-12 02:28:38.930138 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117797 869kB/s v4 32768 256 udp
2010-12-12 02:28:42.222103 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107748 950kB/s v4 32768 512 udp
2010-12-12 02:28:45.536034 0 1 i-226a5d4f i-3c6a5d51 1024 0.00112737 908kB/s v4 32768 1024 udp
2010-12-12 02:28:48.889022 0 1 i-226a5d4f i-3c6a5d51 1024 0.00102691 997kB/s v4 32768 2048 udp
2010-12-12 02:28:52.343964 0 1 i-226a5d4f i-3c6a5d51 1024 0.00115921 883kB/s v4 32768 4096 udp
2010-12-12 02:28:55.715064 0 1 i-226a5d4f i-3c6a5d51 1024 0.00122684 835kB/s v4 32768 8192 udp
2010-12-12 02:28:59.141627 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117578 871kB/s v4 32768 16384 udp
2010-12-12 02:29:02.571244 0 1 i-226a5d4f i-3c6a5d51 1024 0.00102389 1.0MB/s v4 32768 32768 udp
2010-12-12 02:29:05.926470 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107816 950kB/s v4 32768 65536 udp
2010-12-12 02:29:09.278751 0 1 i-226a5d4f i-3c6a5d51 1024 0.0011271 909kB/s v4 32768 131072 udp
2010-12-12 02:29:12.641659 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117431 872kB/s v4 32768 262144 udp
2010-12-12 02:29:15.946567 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117808 869kB/s v4 32768 524288 udp
2010-12-12 03:49:23.621453 0 1 i-226a5d4f i-3c6a5d51 1024 0.000799582 1.3MB/s v3 32768 512 tcp
2010-12-12 03:49:26.509608 0 1 i-226a5d4f i-3c6a5d51 1024 0.000834415 1.2MB/s v3 32768 2048 tcp
2010-12-12 03:49:29.414533 0 1 i-226a5d4f i-3c6a5d51 1024 0.000884915 1.2MB/s v3 32768 8192 tcp
2010-12-12 03:49:32.442480 0 1 i-226a5d4f i-3c6a5d51 1024 0.000887536 1.2MB/s v3 32768 32768 tcp
2010-12-12 03:49:35.809888 0 1 i-226a5d4f i-3c6a5d51 1024 0.000887395 1.2MB/s v3 32768 131072 tcp
2010-12-12 03:49:39.137314 0 1 i-226a5d4f i-3c6a5d51 1024 0.000836018 1.2MB/s v3 32768 524288 tcp
2010-12-12 03:50:52.948970 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114008 898kB/s v4 32768 512 tcp
2010-12-12 03:50:56.270909 0 1 i-226a5d4f i-3c6a5d51 1024 0.00116561 879kB/s v4 32768 2048 tcp
2010-12-12 03:50:59.614350 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113604 901kB/s v4 32768 8192 tcp
2010-12-12 03:51:03.027117 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119134 860kB/s v4 32768 32768 tcp
2010-12-12 03:51:06.412184 0 1 i-226a5d4f i-3c6a5d51 1024 0.00110298 928kB/s v4 32768 131072 tcp
2010-12-12 03:51:09.796557 0 1 i-226a5d4f i-3c6a5d51 1024 0.00120217 852kB/s v4 32768 524288 tcp
2010-12-12 03:51:13.102371 0 1 i-226a5d4f i-3c6a5d51 1024 0.000841906 1.2MB/s v3 32768 512 udp
2010-12-12 03:51:16.469711 0 1 i-226a5d4f i-3c6a5d51 1024 0.000790298 1.3MB/s v3 32768 2048 udp
2010-12-12 03:51:19.799385 0 1 i-226a5d4f i-3c6a5d51 1024 0.000836719 1.2MB/s v3 32768 8192 udp
2010-12-12 03:51:23.159209 0 1 i-226a5d4f i-3c6a5d51 1024 0.00079172 1.3MB/s v3 32768 32768 udp
2010-12-12 03:51:26.565588 0 1 i-226a5d4f i-3c6a5d51 1024 0.000801913 1.3MB/s v3 32768 131072 udp
2010-12-12 03:51:29.953104 0 1 i-226a5d4f i-3c6a5d51 1024 0.000752568 1.4MB/s v3 32768 524288 udp
2010-12-12 03:51:33.277754 0 1 i-226a5d4f i-3c6a5d51 1024 0.00104837 977kB/s v4 32768 512 udp
2010-12-12 03:51:36.739941 0 1 i-226a5d4f i-3c6a5d51 1024 0.00202572 505kB/s v4 32768 2048 udp
2010-12-12 03:51:40.197143 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117733 870kB/s v4 32768 8192 udp
2010-12-12 03:51:43.626377 0 1 i-226a5d4f i-3c6a5d51 1024 0.0011522 889kB/s v4 32768 32768 udp
2010-12-12 03:51:46.991531 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107742 950kB/s v4 32768 131072 udp
2010-12-12 03:51:50.378162 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114112 897kB/s v4 32768 524288 udp
2010-12-12 03:51:53.726013 0 1 i-226a5d4f i-3c6a5d51 65536 0.0151038 4.3MB/s v3 32768 512 tcp
2010-12-12 03:51:57.108278 0 1 i-226a5d4f i-3c6a5d51 65536 0.0127812 5.1MB/s v3 32768 2048 tcp
2010-12-12 03:52:00.466481 0 1 i-226a5d4f i-3c6a5d51 65536 0.0186844 3.5MB/s v3 32768 8192 tcp
2010-12-12 03:52:29.913993 0 1 i-226a5d4f i-3c6a5d51 65536 0.0176299 3.7MB/s v3 32768 32768 tcp
2010-12-12 03:52:33.289197 0 1 i-226a5d4f i-3c6a5d51 65536 0.0163454 4.0MB/s v3 32768 131072 tcp
2010-12-12 03:52:36.699951 0 1 i-226a5d4f i-3c6a5d51 65536 0.0179859 3.6MB/s v3 32768 524288 tcp
2010-12-12 03:52:40.103289 0 1 i-226a5d4f i-3c6a5d51 65536 0.0154203 4.2MB/s v4 32768 512 tcp
2010-12-12 03:52:43.475788 0 1 i-226a5d4f i-3c6a5d51 65536 0.0181079 3.6MB/s v4 32768 2048 tcp
2010-12-12 03:52:46.842069 0 1 i-226a5d4f i-3c6a5d51 65536 0.0186766 3.5MB/s v4 32768 8192 tcp
2010-12-12 03:52:55.187317 0 1 i-226a5d4f i-3c6a5d51 65536 0.0242309 2.7MB/s v4 32768 32768 tcp
2010-12-12 03:52:58.557765 0 1 i-226a5d4f i-3c6a5d51 65536 0.0175712 3.7MB/s v4 32768 131072 tcp
2010-12-12 03:53:01.990361 0 1 i-226a5d4f i-3c6a5d51 65536 0.0197968 3.3MB/s v4 32768 524288 tcp
2010-12-12 03:53:05.331863 0 1 i-226a5d4f i-3c6a5d51 65536 0.0219349 3.0MB/s v3 32768 512 udp
2010-12-12 03:53:08.829743 0 1 i-226a5d4f i-3c6a5d51 65536 0.0261112 2.5MB/s v3 32768 2048 udp
2010-12-12 03:53:12.237915 0 1 i-226a5d4f i-3c6a5d51 65536 0.0267839 2.4MB/s v3 32768 8192 udp
2010-12-12 03:57:43.667463 0 1 i-226a5d4f i-3c6a5d51 1024 0.000799613 1.3MB/s v3 32768 512 tcp
2010-12-12 03:57:46.972824 0 1 i-226a5d4f i-3c6a5d51 1024 0.000857763 1.2MB/s v3 32768 2048 tcp
2010-12-12 03:57:50.282761 0 1 i-226a5d4f i-3c6a5d51 1024 0.000797871 1.3MB/s v3 32768 8192 tcp
2010-12-12 03:57:53.579970 0 1 i-226a5d4f i-3c6a5d51 1024 0.000835404 1.2MB/s v3 32768 32768 tcp
2010-12-12 03:57:56.900562 0 1 i-226a5d4f i-3c6a5d51 1024 0.000784446 1.3MB/s v3 32768 131072 tcp
2010-12-12 03:58:00.178323 0 1 i-226a5d4f i-3c6a5d51 1024 0.000795603 1.3MB/s v3 32768 524288 tcp
2010-12-12 03:59:14.012978 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113981 898kB/s v4 32768 512 tcp
2010-12-12 03:59:17.345769 0 1 i-226a5d4f i-3c6a5d51 1024 0.00123221 831kB/s v4 32768 2048 tcp
2010-12-12 03:59:20.646465 0 1 i-226a5d4f i-3c6a5d51 1024 0.00104652 978kB/s v4 32768 8192 tcp
2010-12-12 03:59:23.962530 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119115 860kB/s v4 32768 32768 tcp
2010-12-12 03:59:27.270015 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113556 902kB/s v4 32768 131072 tcp
2010-12-12 03:59:30.623605 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114799 892kB/s v4 32768 524288 tcp
2010-12-12 03:59:34.061568 0 1 i-226a5d4f i-3c6a5d51 1024 0.000847943 1.2MB/s v3 32768 512 udp
2010-12-12 03:59:37.340006 0 1 i-226a5d4f i-3c6a5d51 1024 0.000912577 1.1MB/s v3 32768 2048 udp
2010-12-12 03:59:40.651859 0 1 i-226a5d4f i-3c6a5d51 1024 0.000848858 1.2MB/s v3 32768 8192 udp
2010-12-12 03:59:43.992792 0 1 i-226a5d4f i-3c6a5d51 1024 0.000806813 1.3MB/s v3 32768 32768 udp
2010-12-12 03:59:47.321243 0 1 i-226a5d4f i-3c6a5d51 1024 0.000742397 1.4MB/s v3 32768 131072 udp
2010-12-12 03:59:50.682244 0 1 i-226a5d4f i-3c6a5d51 1024 0.000833745 1.2MB/s v3 32768 524288 udp
2010-12-12 03:59:54.001360 0 1 i-226a5d4f i-3c6a5d51 1024 0.00102849 996kB/s v4 32768 512 udp
2010-12-12 03:59:57.496323 0 1 i-226a5d4f i-3c6a5d51 1024 0.00102627 998kB/s v4 32768 2048 udp
2010-12-12 04:00:00.896833 0 1 i-226a5d4f i-3c6a5d51 1024 0.00116964 875kB/s v4 32768 8192 udp
2010-12-12 04:00:04.264308 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107417 953kB/s v4 32768 32768 udp
2010-12-12 04:00:07.565219 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107648 951kB/s v4 32768 131072 udp
2010-12-12 04:00:11.007634 0 1 i-226a5d4f i-3c6a5d51 1024 0.00102807 996kB/s v4 32768 524288 udp
2010-12-12 04:00:14.360027 0 1 i-226a5d4f i-3c6a5d51 65536 0.0144115 4.5MB/s v3 32768 512 tcp
2010-12-12 04:00:17.733902 0 1 i-226a5d4f i-3c6a5d51 65536 0.0133107 4.9MB/s v3 32768 2048 tcp
2010-12-12 04:00:24.971193 0 1 i-226a5d4f i-3c6a5d51 65536 0.0175126 3.7MB/s v3 32768 8192 tcp
2010-12-12 04:00:36.430178 0 1 i-226a5d4f i-3c6a5d51 65536 0.0194105 3.4MB/s v3 32768 32768 tcp
2010-12-12 04:00:39.723518 0 1 i-226a5d4f i-3c6a5d51 65536 0.0182948 3.6MB/s v3 32768 131072 tcp
2010-12-12 04:00:43.077541 0 1 i-226a5d4f i-3c6a5d51 65536 0.0191797 3.4MB/s v3 32768 524288 tcp
2010-12-12 04:00:46.379213 0 1 i-226a5d4f i-3c6a5d51 65536 0.0141407 4.6MB/s v4 32768 512 tcp
2010-12-12 04:00:49.702319 0 1 i-226a5d4f i-3c6a5d51 65536 0.0154904 4.2MB/s v4 32768 2048 tcp
2010-12-12 04:00:53.043343 0 1 i-226a5d4f i-3c6a5d51 65536 0.0170378 3.8MB/s v4 32768 8192 tcp
2010-12-12 04:00:56.368307 0 1 i-226a5d4f i-3c6a5d51 65536 0.0158158 4.1MB/s v4 32768 32768 tcp
2010-12-12 04:00:59.700406 0 1 i-226a5d4f i-3c6a5d51 65536 0.0172391 3.8MB/s v4 32768 131072 tcp
2010-12-12 04:01:36.134130 0 1 i-226a5d4f i-3c6a5d51 65536 0.0172323 3.8MB/s v4 32768 524288 tcp
2010-12-12 04:01:39.458783 0 1 i-226a5d4f i-3c6a5d51 65536 0.0240088 2.7MB/s v3 32768 512 udp
2010-12-12 04:01:42.788382 0 1 i-226a5d4f i-3c6a5d51 65536 0.0271061 2.4MB/s v3 32768 2048 udp
2010-12-12 04:01:46.108897 0 1 i-226a5d4f i-3c6a5d51 65536 0.0292753 2.2MB/s v3 32768 8192 udp
2010-12-12 04:02:54.376701 0 1 i-226a5d4f i-3c6a5d51 1024 0.000802403 1.3MB/s v3 32768 512 tcp
2010-12-12 04:02:57.712346 0 1 i-226a5d4f i-3c6a5d51 1024 0.000849575 1.2MB/s v3 32768 2048 tcp
2010-12-12 04:03:01.022919 0 1 i-226a5d4f i-3c6a5d51 1024 0.000792381 1.3MB/s v3 32768 8192 tcp
2010-12-12 04:03:04.412120 0 1 i-226a5d4f i-3c6a5d51 1024 0.00078529 1.3MB/s v3 32768 32768 tcp
2010-12-12 04:03:07.834617 0 1 i-226a5d4f i-3c6a5d51 1024 0.000835628 1.2MB/s v3 32768 131072 tcp
2010-12-12 04:03:11.221454 0 1 i-226a5d4f i-3c6a5d51 1024 0.000897257 1.1MB/s v3 32768 524288 tcp
2010-12-12 04:04:25.117472 0 1 i-226a5d4f i-3c6a5d51 1024 0.00118787 862kB/s v4 32768 512 tcp
2010-12-12 04:04:28.580178 0 1 i-226a5d4f i-3c6a5d51 1024 0.00118319 865kB/s v4 32768 2048 tcp
2010-12-12 04:04:31.879288 0 1 i-226a5d4f i-3c6a5d51 1024 0.00108708 942kB/s v4 32768 8192 tcp
2010-12-12 04:04:35.189095 0 1 i-226a5d4f i-3c6a5d51 1024 0.00120076 853kB/s v4 32768 32768 tcp
2010-12-12 04:04:38.633845 0 1 i-226a5d4f i-3c6a5d51 1024 0.00123087 832kB/s v4 32768 131072 tcp
2010-12-12 04:04:41.971103 0 1 i-226a5d4f i-3c6a5d51 1024 0.00123377 830kB/s v4 32768 524288 tcp
2010-12-12 04:04:45.322512 0 1 i-226a5d4f i-3c6a5d51 1024 0.0008537 1.2MB/s v3 32768 512 udp
2010-12-12 04:04:48.652554 0 1 i-226a5d4f i-3c6a5d51 1024 0.000934218 1.1MB/s v3 32768 2048 udp
2010-12-12 04:04:51.982556 0 1 i-226a5d4f i-3c6a5d51 1024 0.000833026 1.2MB/s v3 32768 8192 udp
2010-12-12 04:04:55.280314 0 1 i-226a5d4f i-3c6a5d51 1024 0.000792292 1.3MB/s v3 32768 32768 udp
2010-12-12 04:04:58.643926 0 1 i-226a5d4f i-3c6a5d51 1024 0.000782806 1.3MB/s v3 32768 131072 udp
2010-12-12 04:05:02.023885 0 1 i-226a5d4f i-3c6a5d51 1024 0.000789849 1.3MB/s v3 32768 524288 udp
2010-12-12 04:05:18.095930 0 1 i-226a5d4f i-3c6a5d51 1024 0.00119093 860kB/s v4 32768 512 udp
2010-12-12 04:05:43.852417 0 1 i-226a5d4f i-3c6a5d51 1024 0.00117483 872kB/s v4 32768 2048 udp
2010-12-12 04:05:47.299235 0 1 i-226a5d4f i-3c6a5d51 1024 0.00107808 950kB/s v4 32768 8192 udp
2010-12-12 04:05:50.645422 0 1 i-226a5d4f i-3c6a5d51 1024 0.0011988 854kB/s v4 32768 32768 udp
2010-12-12 04:05:54.055436 0 1 i-226a5d4f i-3c6a5d51 1024 0.00114297 896kB/s v4 32768 131072 udp
2010-12-12 04:05:57.502525 0 1 i-226a5d4f i-3c6a5d51 1024 0.00122624 835kB/s v4 32768 524288 udp
2010-12-12 04:06:00.891999 0 1 i-226a5d4f i-3c6a5d51 65536 0.0174144 3.8MB/s v3 32768 512 tcp
2010-12-12 04:06:04.390280 0 1 i-226a5d4f i-3c6a5d51 65536 0.0138797 4.7MB/s v3 32768 2048 tcp
2010-12-12 04:06:07.841332 0 1 i-226a5d4f i-3c6a5d51 65536 0.0186031 3.5MB/s v3 32768 8192 tcp
2010-12-12 04:06:11.225384 0 1 i-226a5d4f i-3c6a5d51 65536 0.0290562 2.3MB/s v3 32768 32768 tcp
2010-12-12 04:06:14.658084 0 1 i-226a5d4f i-3c6a5d51 65536 0.0219466 3.0MB/s v3 32768 131072 tcp
2010-12-12 04:06:18.049564 0 1 i-226a5d4f i-3c6a5d51 65536 0.0305239 2.1MB/s v3 32768 524288 tcp
2010-12-12 04:06:21.349427 0 1 i-226a5d4f i-3c6a5d51 65536 0.0149104 4.4MB/s v4 32768 512 tcp
2010-12-12 04:06:24.715849 0 1 i-226a5d4f i-3c6a5d51 65536 0.0134935 4.9MB/s v4 32768 2048 tcp
2010-12-12 04:06:28.067439 0 1 i-226a5d4f i-3c6a5d51 65536 0.0192339 3.4MB/s v4 32768 8192 tcp
2010-12-12 04:06:31.421814 0 1 i-226a5d4f i-3c6a5d51 65536 0.0176277 3.7MB/s v4 32768 32768 tcp
2010-12-12 04:06:34.854856 0 1 i-226a5d4f i-3c6a5d51 65536 0.0201915 3.2MB/s v4 32768 131072 tcp
2010-12-12 04:07:20.874515 0 1 i-226a5d4f i-3c6a5d51 65536 0.0189525 3.5MB/s v4 32768 524288 tcp
2010-12-12 04:07:32.641273 0 1 i-226a5d4f i-3c6a5d51 65536 0.0325056 2.0MB/s v3 32768 512 udp
2010-12-12 04:07:36.015225 0 1 i-226a5d4f i-3c6a5d51 65536 0.0329683 2.0MB/s v3 32768 2048 udp
2010-12-12 04:07:39.411730 0 1 i-226a5d4f i-3c6a5d51 65536 0.0323332 2.0MB/s v3 32768 8192 udp
2010-12-12 04:16:41.010082 0 1 i-226a5d4f i-3c6a5d51 1024 0.000843032 1.2MB/s v3 32768 512 tcp
2010-12-12 04:16:44.454999 0 1 i-226a5d4f i-3c6a5d51 1024 0.000844957 1.2MB/s v3 32768 2048 tcp
2010-12-12 04:16:47.865110 0 1 i-226a5d4f i-3c6a5d51 1024 0.000833747 1.2MB/s v3 32768 8192 tcp
2010-12-12 04:16:51.283702 0 1 i-226a5d4f i-3c6a5d51 1024 0.000834431 1.2MB/s v3 32768 32768 tcp
2010-12-12 04:16:54.602757 0 1 i-226a5d4f i-3c6a5d51 1024 0.000888376 1.2MB/s v3 32768 131072 tcp
2010-12-12 04:16:58.031243 0 1 i-226a5d4f i-3c6a5d51 1024 0.000825973 1.2MB/s v3 32768 524288 tcp
2010-12-12 04:18:11.963711 0 1 i-226a5d4f i-3c6a5d51 1024 0.00108761 942kB/s v4 32768 512 tcp
2010-12-12 04:18:15.468689 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113289 904kB/s v4 32768 2048 tcp
2010-12-12 04:18:18.922272 0 1 i-226a5d4f i-3c6a5d51 1024 0.00113697 901kB/s v4 32768 8192 tcp
2010-12-12 04:18:22.326092 0 1 i-226a5d4f i-3c6a5d51 1024 0.00104772 977kB/s v4 32768 32768 tcp
2010-12-12 04:18:25.795415 0 1 i-226a5d4f i-3c6a5d51 1024 0.001201 853kB/s v4 32768 131072 tcp
2010-12-12 04:18:30.232266 0 1 i-226a5d4f i-3c6a5d51 1024 0.00118657 863kB/s v4 32768 524288 tcp
2010-12-12 04:18:39.468862 0 1 i-226a5d4f i-3c6a5d51 1024 0.000961668 1.1MB/s v3 32768 512 udp
2010-12-12 04:18:42.943165 0 1 i-226a5d4f i-3c6a5d51 1024 0.00078933 1.3MB/s v3 32768 2048 udp
2010-12-12 04:18:46.506562 0 1 i-226a5d4f i-3c6a5d51 1024 0.000766882 1.3MB/s v3 32768 8192 udp
2010-12-12 04:18:49.909707 0 1 i-226a5d4f i-3c6a5d51 1024 0.000798709 1.3MB/s v3 32768 32768 udp
2010-12-12 04:18:53.452879 0 1 i-226a5d4f i-3c6a5d51 1024 0.000794806 1.3MB/s v3 32768 131072 udp
